name,slug,species,description,genetic_cultivation_description,references,hero_image_attribution,lab_data_attribution,thc_min,thc_max,cbd_min,cbd_max,featured_position,featured,avatar_image_url,hero_image_url,aliases,effects,flavors
Golden Soda,golden-soda,hybrid,"According to the breeders at Annunaki Genetics, their indica-leaning Golden Soda is a cross between a Golden Goat female and Huckleberry Soda male, a strain that was created with their personal favorite Black Cherry Soda. Golden Soda was created in an attempt to increase the Huckleberry Soda plant’s yield, which led to the creation of three different phenotypes found in their seeds. 

Golden Soda – F1
Phenotype #1 is sturdy an indica-leaning cultivar that grows with moderate vigor to an average height, producing copious amounts of short internodes and highly branched nodes. Following a 60-to-65 day flowering cycle, this variety of Golden Soda produces extra large yields of green and gold-colored colas with high milky resin content and orange stigma hairs. According to the breeder, this phenotype has an aroma of citrus soda, vanilla, tropical fruit, and pepper.

Golden Soda – F2
Unlike the other two phenotypes, the second variety of Golden Soda is said to lean toward the sativa side of the spectrum, which explains why this second phenotype is said to be a vigorous grower that leads to a tell, stretching plant with long internode spacing. Following a 57-to-62-day flowering period, this Golden Soda phenotype sprouts moderate yields of densely packed colas spotted with shades of green, gold, and pink. Also known to produce copious amounts of resin, this sativa-leaning cultivar has a subtle aroma of peaches, mango, pepper and earth. 

Golden Soda – F3
The third phenotype offered by Annunaki Genetics is an indica-leaning strain that is incredibly short and compact, growing with low vigor and maturing faster than the other two phenotypes. In a 56-to-61-day flowering cycle, this Golden Soda variety produces dense flowers that are green and light purple in color, while also spotted with soft orange stigma hairs. Although this phenotype is said to produce large yields, it’s also said to have a lower resin content than the other two phenotypes. 
",,Annunaki Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/845/avatar/original/1567639713-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/845/hero/original/1567639713-Strain_Flower-Hybrid_v5__1_.jpg,[],[],[]
Golden State Banana,golden-state-banana,indica,"Golden State Banana is cultivar of mysterious origins, thought to be a combination of Banana Kush and Ghost OG. It tastes fruity and herbal with a sweet and slightly skunk terpene palate, according to sources online. 
Golden State Banana grows best indoors or outside in warm, humid environments. The short, stocky plants flower in about nine weeks and might require regular pruning. The cultivar’s large, fluffy buds cluster densely together with pale-green and yellow coloring, with orange pistils peeking through a coat of white trichomes.
",, ,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}, {'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}]"
Golden Strawberry,golden-strawberry,hybrid,"Produced in Boulder by The Farm Genetics, Golden Strawberry is a cross between Golden Goat and Sour Strawberry. It’s described by its breeders as a daytime cultivar that’s “powerful and lively, but not overbearing.” 

The strain averages  20-to-23 percent THC, 0.4 percent CBD and 0.7 percent CBG. 

“[Parent] Golden Goat’s flavor really shines through, backed up by a hint of sugary sweetness,” Tha Farm Genetics, says.
 
The breeder reports it has mostly sativa lineage. The strain does best indoors, and growers can expect medium, bushy growth and a flowering period of 8-to-9 weeks. 

The seed bank reports that Golden Strawberry tends to produce uplifting effects.",,The Farm Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/433/avatar/original/1560289048-171127F_26156_GoldenStrawberry_1.jpg,https://images.weedmaps.com/strains/000/000/433/hero/original/1585593650-Golden_Strawberry.png,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '8769e57c-6dac-42a8-9a67-36cca36cc0dc', 'type': 'tag', 'name': 'Giggly'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]"
Golden Ticket,golden-ticket,sativa,"Golden Ticket (aka Mr. Dank’s Golden Ticket) is a Sativa-dominant strain resulting from a cross between a Golden Goat clone and a Faceoff OG male from Oregon’s Archive Seed Bank. 

The strain typically grows tall with heavy yields of dense, tightly structured colas in a 70-day flowering period. It’s reportedly easy to grow both indoors and outdoors, and responds particularly well to Sea of Green (SOG) and Screen of Green (ScrOG) grow methods. 

Its effects reportedly include an intense, cerebral rush and creeping, full-body relaxation.  

Note that TGA Genetics has a phenotype of the Chernobyl strain also named Golden Ticket, so users shouldn’t mistake one for the other when seeking Archive’s version. ",,"Archive Seed Bank, TGA Genetics",,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/093/avatar/original/1548902761-171122_53819_GoldenTicket_SAF_1.jpg,https://images.weedmaps.com/strains/000/000/093/hero/original/1585593689-Golden_ticket.png,[],"[{'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': 'cb4aa1bb-d8a1-413e-b083-08addbd0a631', 'type': 'tag', 'name': 'Pine'}, {'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}]"
Gold Leaf,gold-leaf,hybrid,"Gold Leaf hails from breeder Robert Bergman of ilovegrowingmarijuana.com and is known as one of the easiest strains to grow.  The genetic origin of the strain is currently unknown.  

Gold Leaf heights range from 3 to 7 feet tall, which the higher heights achieved when allowed to grow unconstrained.  These hearty plants boast a THC content at the higher end of 21% via an indica dominant hybrid that produces a balanced high characterized as relaxing, euphoric and uplifted.  Unusually large orange, yellow, green colas emit a pungent sweet, spicy and earthy aroma and deliver a smoke that is thick and rich.","Gold Leaf is best grown outdoors in the summer to allow achievement of it's full height.  It can also be grown successfully indoors, though cropping and pruning will be required.  Flowering time lasts just over 8 weeks.  Gold Leaf yields 450-650 grams per square meter and impressive 6-7 oz of usable cannabis per plant.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'ac9dd97b-eecf-4153-9117-ec2bed7d7502', 'type': 'tag', 'name': 'Lavender'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]"
Goo,goo,hybrid,"Goo, which is not Afgoo or The Goo but a different strain entirely, is reportedly a cross of Blueberry and Hindu Kush. The strain is said to have a sweet, sour, fruity, earthy flavor profile from dark green buds with burnt orange stigma hairs and glistening trichomes.

Growing info is a bit scarce, but it seems that Goo does well indoors or outdoors, ready for harvest in seven to eight weeks or early October if grown in the Northern Hemisphere. If cultivated in the Southern Hemisphere, growers can expect to harvest their Goo plants in early April. ",,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/973/avatar/original/1570145163-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/973/hero/original/1570145163-Strain_Flower-Hybrid_v5__1_.jpg,[],"[{'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}, {'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}]"
Gorilla Bomb,gorilla-bomb,hybrid,"A cross between Bomb and Gorilla Glue #4, Gorilla Bomb is a sativa-dominant hybrid from breeder Bomb Seeds. With an average THC content of between 26 and 31 percent, this strain produces a potent high, categorized by uplifting mind effects and a relaxing body high that quickly moves into ""couch lock"" territory, making this a favorite for people dealing with stress or chronic pain. Gorilla Bomb buds are on the smaller side, with dark orange hairs and have an earthy pine aroma with undertones of chocolate and diesel—undertones that come out in the strain's taste.","Gorilla Bomb is a versatile strain that can grow both indoors and outdoors , with a medium growth and 9 to 10 week flowering phase.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}]",[]
Gorilla Cookies,gorilla-cookies,hybrid,"Gorilla Cookies came into being when Expert Seeds crossed Gorilla Glue with Cookie Wreck to create this sticky, potent, trichome-laden, THC- and CBD-heavy, cookie-diesel-flavored hybrid.
 
According to Zamnesia, the strain is a nearly balanced indica/sativa hybrid with sprawling growth and an eight- to nine-week flowering period. It can be grown indoors or outdoors and does best with pruning, according to the seed bank, which says Gorilla Cookies tends to produce couch-lock effects best left to experienced users.",,Expert Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/786/avatar/original/1567192956-180108F_45233_GorillaCookies_1.jpg,https://images.weedmaps.com/strains/000/000/786/hero/original/1585963976-Gorilla-Cookies.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': 'b612923d-d473-4fe6-84af-9c1bc435e957', 'type': 'tag', 'name': 'Blueberry'}, {'id': 'd927fcde-b8ff-48d3-995f-c16cbdace3c1', 'type': 'tag', 'name': 'Chemical'}]"
Gorilla Grapes,gorilla-grapes,hybrid,"Gorilla Grapes, not to be confused with Gorilla Grape or Gorilla Grape Ape, is a Dungeon Vault Genetics creation. Phat Panda also has a version of the strain with the same genetics. Gorilla Grapes descends from GG#4 (Gorilla Glue #4) and Vino OG to produce a hybrid with a fruity, grape flavor and herbal, spicy aromas with diesel overtones.","Gorilla Grapes flowers in 8-9 weeks indoors or early October outside. The plants grow short and squat, typical of indica strains.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}]",[]
Gorilla OG,gorilla-og,hybrid,"Gorilla OG is a limited-edition cross of GG#4 (Gorilla Glue #4) and Tahoe Kush created by the breeders at Dr. Underground. Other online sources claim that the true breeder is unknown and that Gorilla OG may instead have Mango Kush or OG Cookies as the second parent. Regardless of origin, Gorilla OG features a blend of fruit, citrus, and diesel aromas.","Gorilla OG is ready for harvest by nine weeks, producing dark leaves with white, trichome-covered buds. Though some buds appear around 7-8 weeks, patience is a virtue with Gorilla OG to tease the most resin out of its buds.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}]","[{'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}]"
Grandaddy Haze,grandaddy-haze,hybrid,"Grandaddy Haze from Connoisseur Genetics in Amsterdam, is a balanced indica-sativa hybrid that acclimates well to an indoor or outdoor grow with a flowering time of 56-70 days.

Bred by crossing Grand Daddy Purple with Super Silver Sour Diesel Haze, Grandaddy Haze produces an average yield and develops fruity flavors from the Grand Daddy Purple side and notes of candy and sweetness from the SSSDH, all with an overall potent effect.",,Connoisseur Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/760/avatar/original/1567119098-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/760/hero/original/1567119098-Strain_Flower-Hybrid_v5__1_.jpg,[],[],[]
Grandaddy White,grandaddy-white,hybrid,"Grandaddy White is an indica-dominant hybrid known for its potent effect. Connoisseur Genetics of Amsterdam bred this strain from Grand Daddy Purple and The White, which produced a hybrid with a heavy yield and a fruity flavor with notes of grape and hash.

Granddady White also develops dense trichome coverage across the plant and a flowering time between 56-70 days.",,Connoisseur Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/768/avatar/original/1567120903-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/768/hero/original/1567120903-Strain_Flower-Hybrid_v5__1_.jpg,[],[],[]
Granddaddy Purple ,granddaddy-purple,indica,"Granddaddy Purple, aka Grand Daddy Purp or GDP, is a hybrid that was first propagated in Northern California in 2003 by breeder Ken Estes. A cross between Purple Urkle and Big Bud, GDP was then backcrossed into itself.  

Available in clone form from Northern California’s Dark Heart Nursery, the strain produces short, compact plants with tight internodal spacing. During its flowering cycle, leaves tend to display intense shades of purple, blue, green and orange. 

Granddaddy Purple can be cultivated indoors or out, but grows best in a climate-controlled environment. While the flowering cycle takes roughly 65 days to complete when cultivated indoors, outdoor growers can expect to harvest by late September or early October in the Northern Hemisphere, and late March to early April in the Southern Hemisphere. 

A genetic winner, GDP’s buds won first place in 2015 at the Denver High Times Cannabis Cup for Best U.S. Indica.	

Granddaddy Purple has an average THC content of roughly 17 percent, and is typically high in Caryophyllene, alpha-Pinene, and Humulene. 
",,"Ken Estes, Dark Heart Nursery",,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/096/avatar/original/1548441274-180222F_46812_Granddaddy_Purp_1.jpg,https://images.weedmaps.com/strains/000/000/096/hero/original/1582839122-Granddaddy-Purple_DL.jpg,[],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '5b49a6d9-5389-4c59-ad6e-2ec0d22ead00', 'type': 'tag', 'name': 'Grape'}, {'id': '725787f5-ef95-4a71-9c39-cb5a345ff318', 'type': 'tag', 'name': 'Berry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]"
