strain_id,strain_name,strain_type,strain_rating,effects_profile,flavor_profile,strain_description,strain_profile
421,Cherry Cookies,Hybrid,4.6,"Happy,Uplifted,Euphoric,Relaxed,Focused","Sweet,Berry,Pungent","Cherry Cookies is one of the most popular Girl Scout Cookie crosses to date, ranking next to Pink Cookies and Thin Mint Girl Scout Cookies. With similar genetic parentage, Cherry Cookies derives from the blending of Cherry Pie (aka Cherry Kush) and Cookies F2. This cross preserves the tight, slightly purple buds and deep orange pistils while accentuating the cherry tang and tartness on the nose and exhale. This strain behaves like a GSC, offering a medical-grade sedation on the body with an alert mental state.","Hybrid,Happy,Uplifted,Euphoric,Relaxed,Focused,Sweet,Berry,Pungent"
422,Cherry Cream Pie,Hybrid,4.3,"Relaxed,Euphoric,Creative,Energetic,Uplifted","Sweet,Chemical,Pungent","Cherry Cream Pie is the decadent indica-dominant hybrid offspring of Cherry Pie and Cookies and Cream. With pronounced OG undertones and hints of tartness and pine, Cherry Cream Pie’s terpene profile is half the experience. The strain’s calming effects permeate both mind and body, offering consumers carefree, mid-level sedation. Enjoy Cherry Cream Pie later in the day as couch-lock and appetite stimulation are two common side effects after consumption. This delicious strain will mellow aggravated muscles as well as minor aches and pains. ","Hybrid,Relaxed,Euphoric,Creative,Energetic,Uplifted,Sweet,Chemical,Pungent"
423,Cherry Diesel,Hybrid,4.7,"Relaxed,Euphoric,Energetic,Happy,Uplifted","Berry,Sweet,Citrus","Cherry Diesel by MTG Seeds combines Cherry OG and Turbo Diesel into one sweet-smelling, uplifting hybrid strain. Its plants bloom with dense, sticky buds that give off a fragrant cherry aroma after its 8 to 9 week flowering cycle.","Hybrid,Relaxed,Euphoric,Energetic,Happy,Uplifted,Berry,Sweet,Citrus"
424,Cherry Durban Poison,Hybrid,4.3,"Uplifted,Giggly,Sleepy,Aroused,Euphoric","Flowery,Citrus,Sweet","Cherry Durban Poison is a hybrid strain that brings a unique cherry flavor profile to the high-energy qualities of Durban Poison. True to its sativa roots, Cherry Durban Poison delivers a rush of cerebral euphoria that lifts the mood without clouding the mind. ","Hybrid,Uplifted,Giggly,Sleepy,Aroused,Euphoric,Flowery,Citrus,Sweet"
425,Cherry Fire,Hybrid,0,Effects currently unknown,Flavor profile currently unavailable,"Cherry Fire is a potent mixture of Cherry Pie and Fire OG genetics. This strain combines the sweet, doughy aroma of Cherry Pie and the heavy-hitting effects of Fire OG, offering a heady, creative mental state alongside a calm, centered physical sensation. Cherry Fire’s flavor is similar to its aroma, but opens up on the finish with notes of pepper, fuel, and hashish. This strain may be useful for consumers who suffer from appetite loss, chronic pain, and stress. ","Hybrid,Effects currently unknown,Flavor profile currently unavailable"
426,Cherry Grapefruit,Hybrid,4.3,"Creative,Happy,Relaxed,Tingly,Uplifted","Berry,Sweet,Flowery",Cherry Grapefruit by Kera Seeds is a super fruity sativa-dominant hybrid that brings out the best qualities of parent strains Cherry and Grapefruit. The effects position themselves with gentle full-body relaxation and a nice head-buzz that would be best for anyone needing muscle relief and mood elevation. This easy-to-grow strain will flower in 9 weeks and is suitable for growing both indoors or outdoors.  ,"Hybrid,Creative,Happy,Relaxed,Tingly,Uplifted,Berry,Sweet,Flowery"
427,Cherry Kola,Indica,4.7,"Relaxed,Euphoric,Happy,Giggly,Tingly","Berry,Sweet,Pungent",Cherry Kola is an indica strain that competed in the 2014 L.A. Cannabis Cup.,"Indica,Relaxed,Euphoric,Happy,Giggly,Tingly,Berry,Sweet,Pungent"
428,Cherry Kush,Hybrid,4.2,"Relaxed,Uplifted,Euphoric,Happy,Creative","Sweet,Berry,Earthy","A cross between Purple Afghani and OG Kush, Cherry Kush is a very potent indica-dominant hybrid that has become very popular with medical patients in the SF Bay Area. Sometimes called Cherry Pie, these flowers range from a bright, vibrant green to a darker, purple-tinged red color, and boast a dense coating of trichomes. The flavor is reminiscent of cherries with a woody, hashy undertone, and the high starts out as stimulating and cerebral before fading into a deep feeling of relaxation.","Hybrid,Relaxed,Uplifted,Euphoric,Happy,Creative,Sweet,Berry,Earthy"
429,Cherry Limeade,Hybrid,4.3,"Relaxed,Euphoric,Happy,Tingly,Uplifted","Sweet,Lime,Citrus",Cherry Limeade is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,"Hybrid,Relaxed,Euphoric,Happy,Tingly,Uplifted,Sweet,Lime,Citrus"
430,Cherry OG,Hybrid,4.2,"Euphoric,Relaxed,Happy,Uplifted,Hungry","Berry,Diesel,Sweet","Cherry OG by Emerald Triangle Seeds is a hybrid cannabis strain bred by combining Cherry Thai, Afghani, and Lost Coast OG genetics. A 50/50 hybrid, Cherry OG truly brings you the best of both sativa and indica worlds as it delivers full-body euphoria alongside high-flying cerebral lucidity. While its name sets expectations of a fruity cherry aroma, this strain can sometimes express more sour and diesel-like flavors. ","Hybrid,Euphoric,Relaxed,Happy,Uplifted,Hungry,Berry,Diesel,Sweet"
431,Cherry Pie,Hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Focused","Sweet,Berry,Earthy","Cherry Pie's parents are Granddaddy Purple and Durban Poison. With buds that are dense and full of orange hairs and a touch of purple, this strain smells of sweet and sour cherry pie. The effects have been known to come on in minutes and stick around for a couple hours. ","Hybrid,Happy,Relaxed,Euphoric,Uplifted,Focused,Sweet,Berry,Earthy"
432,Cherry Sherbet,Strain type currently unknown,0,"Sleepy,Giggly,Aroused,Talkative,Tingly","Berry,Sweet,Diesel","Cherry Sherbet is an indica-dominant delight. This stinky sweet herb is the genetic cross of Sour Sherbet and Cherry Pie. These heavy-hitting buds will smoke sweet and tangy, settling behind the eyes and melting over the body, coating the smoker in a warm physical buzz coupled with an unlifted cerebral haze. Pack a bowl of this fine flower to help combat depression and chronic anxiety.     ","Strain type currently unknown,Sleepy,Giggly,Aroused,Talkative,Tingly,Berry,Sweet,Diesel"
433,Cherry Skunk,Hybrid,4.4,"Relaxed,Happy,Uplifted,Aroused,Hungry","Earthy,Sweet,Skunk","Cherry Skunk is an indica-dominant hybrid that combines genetics from Skunk Dawg and Poppa Cherry. Blissful, euphoric effects settle in to help dissolve stress and bad moods, while its calming qualities encourage rest and relaxation. This strain also provides a burst of cerebral energy and expands the mind to feed creativity and introspection.","Hybrid,Relaxed,Happy,Uplifted,Aroused,Hungry,Earthy,Sweet,Skunk"
434,Cherry Slyder,Hybrid,4.7,"Focused,Uplifted,Happy,Relaxed","Sweet,Earthy,Pine","Cherry Slyder is a balanced hybrid cross of Northern Lights #4 and Afghani. It offers a sweet, fruit-forward flavor accompanied by earthy, woody notes that speak to the strain’s Afghani genetics. The effects are relaxing without being overly weighted, helping consumers stimulate appetite while discarding anxiety and stress. The effect remains functional while taking the edge off repetitive tasks or chores.  ","Hybrid,Focused,Uplifted,Happy,Relaxed,Sweet,Earthy,Pine"
435,Chiesel,Hybrid,4.4,"Happy,Euphoric,Relaxed,Uplifted,Focused","Diesel,Pungent,Cheese","Big Buddha Cheese and NYC Diesel come together to form the Chiesel cannabis variety. Strong smell is to be expected considering its lineage, and Chiesel provides a euphoric and functional stone. Chiesel has been known to produce a very high yield under optimum conditions.","Hybrid,Happy,Euphoric,Relaxed,Uplifted,Focused,Diesel,Pungent,Cheese"
436,Chiesel,Hybrid,4.4,"Happy,Euphoric,Relaxed,Uplifted,Focused","Diesel,Pungent,Cheese","Big Buddha Cheese and NYC Diesel come together to form the Chiesel cannabis variety. Strong smell is to be expected considering its lineage, and Chiesel provides a euphoric and functional stone. Chiesel has been known to produce a very high yield under optimum conditions.","Hybrid,Happy,Euphoric,Relaxed,Uplifted,Focused,Diesel,Pungent,Cheese"
437,China Yunnan,Indica,4.3,"Uplifted,Happy,Relaxed,Euphoric,Sleepy","Sweet,Earthy,Cheese","China Yunnan is where deep indica relaxation meets the sweet, woody sativa varieties of South Asia. From the southern Chinese province of Yunnan, Ace Seeds cultivated this 80% indica strain for its heavy resin production and resilience in the garden. China Yunnan’s onset begins with a happy headspace and heightened sensory awareness, followed by a full-body calm that eases pain, sleeplessness, and anxiety. This hardy indica grows best indoors with a 8 to 9 week flowering time, but outdoor gardens in warm, dry climates tend to fare well also.","Indica,Uplifted,Happy,Relaxed,Euphoric,Sleepy,Sweet,Earthy,Cheese"
438,Chiquita Banana,Hybrid,4.9,"Happy,Euphoric,Uplifted,Relaxed,Creative","Sweet,Orange,Lemon","Chiquita Banana by Utoptia Farms takes the Banana OG cut to the next level, with an average THC percentage pushing 33%. A cross between parent strains OG Kush and Banana, Chiquita Banana leads with a potent heady sizzle (likely brought on by the enormous quantity of THC) which then melds into a Kush-esque body buzz that is relaxing but not sedative. These Kush effects continue to gain potency over time, “creeping” over the body. This powerful hybrid is an outstanding option for patients struggling to hurdle their tolerance barrier, and its effects are also well-suited for those suffering from chronic pain or nausea.","Hybrid,Happy,Euphoric,Uplifted,Relaxed,Creative,Sweet,Orange,Lemon"
439,Chocolate Chunk,Indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Sweet,Woody,Earthy","Chocolate Chunk by T.H. Seeds is a pure indica that will meld you with the couch.  Very fast flowering of 55 days, great for sea-of-green growing method.","Indica,Relaxed,Sleepy,Happy,Euphoric,Hungry,Sweet,Woody,Earthy"
440,Chocolate Diesel,Sativa,4.6,"Euphoric,Energetic,Happy,Creative,Uplifted","Diesel,Woody,Nutty","Chocolate Diesel is a sativa cannabis strain that brings together genetics from the original Sour Diesel and Chocolate Thai. With soaring euphoria that shoots straight to the head, Chocolate Diesel could easily be compared to a cup of coffee. Its flavors offer a little part of both parents, with notes of both earthy chocolate and skunky diesel.","Sativa,Euphoric,Energetic,Happy,Creative,Uplifted,Diesel,Woody,Nutty"
441,Chocolate Fondue,Sativa,4.6,"Uplifted,Relaxed,Happy,Euphoric,Focused","Sweet,Cheese,Earthy","Chocolate Fondue, bred by DNA Genetics, is a sativa-dominant cross that balances the uplifting effects of Chocolope with the relaxing effects and unique flavors of Exodus Cheese. The effects of Chocolate Fondue relax the body and calm the mind into a blissful state of consciousness. Its complex bouquet and sweet flavors make this cannabis strain enjoyable day or night.","Sativa,Uplifted,Relaxed,Happy,Euphoric,Focused,Sweet,Cheese,Earthy"
442,Chocolate Hashberry,Hybrid,4.5,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Berry,Earthy,Sweet","Chocolate Hashberry is an aromatic strain with quality effects and beautiful foliage. With a smell indicative of its name, Chocolate Hashberry reeks of chocolate, hashy spice, and sweet berries. This delicious scent comes from combining two fantastic Kush cuts, Chocolate Kush and Blackberry Kush. On top of its excellent flavor and aroma, Chocolate Hashberry’s Kush lineage offers a delightful mid-level sedation and a relaxed mental state that helps curb anxiety and minor pain while enhancing mood and focus. ","Hybrid,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Berry,Earthy,Sweet"
443,Chocolate Kush,Indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Sweet,Woody","Chocolate Kush, bred by 00 Seeds, is a powerful indica strain that captures the best of its two parent strains. Mazar, with its resin-oozing buds, lends its potent full-body euphoria while its other pure indica parent passes on a pungent aroma of hashy incense and chocolate. This strain grows into medium-sized plants with a Christmas tree structure and flowers in 56 to 60 days. The sativa-dominant Chocolope Kush sometimes goes by the name Chocolate Kush, so be sure to confirm this strain’s genetics with your budtender if you’re looking for the heavy-handed indica.","Indica,Relaxed,Sleepy,Euphoric,Happy,Hungry,Earthy,Sweet,Woody"
444,Chocolate Meringue,Indica,0,Effects currently unknown,Flavor profile currently unavailable,"Chocolate Meringue is another sweet offering by THClones. Created by crossing Lemon Tree with Chocolate Kush, Chocolate Meringue imbues consumers with a talkative, euphoric buzz known to elevate the mood and reduce stress. This blissful strain’s terpene profile is thick with honey, pine, cacao, and Meyer Lemon, making it especially sweet and zestful on the taste buds. This bulky, stress-melting indica is a great complement to social events and dinner plans.    ","Indica,Effects currently unknown,Flavor profile currently unavailable"
445,Chocolate OG,Indica,4.8,"Relaxed,Uplifted,Euphoric,Aroused,Tingly","Sweet,Earthy,Pungent","Chocolate OG by is another chocolatey genetic cross from THClones. This strain was created through the union of pungent parent strains True OG and Chocolate Rain. Its indica-dominant genetics offer relaxing qualities that get heavier with continued consumption. Giggly euphoria and bright citrus/grapefruit aromas speak to traditional OG attributes inherited from True OG. The taste takes on a cheesy, nutty flavor upon combustion, leaving a savory note on the palate.    ","Indica,Relaxed,Uplifted,Euphoric,Aroused,Tingly,Sweet,Earthy,Pungent"
