name,description,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted,Hybrid,Indica,Sativa
Dosidos (Do-Si-Dos),"Do-Si-Dos is a hybrid of OG Kush Breath — a phenotype of Girl Scout Cookies — and Faceoff OG from Oregon’s Archive Seed Bank. 

The seed bank is working on an F2 line of Do-Si-Dos phenotypes — Do-Si-Dos #9, #18, and #22; as well as the unreleased #4 and #13 — all of which reportedly grow tall and deliver average-sized yields in a 70-day flowering time. The entire F2 line also shows hermaphroditic tendencies inherited from the OGKB parent in approximately 5% of the population, according to the seed bank. 

Of the three released phenotypes, #9 is described as the most potent, dense and resinous — producing heavy amounts of dry sift -- as well as a strong, cookies-and-kush aroma and flavor. 

Meanwhile, #18 exhibits thick, prominent resin glands and a strong OG Kush aroma, while #22 is a purple, aromatic, grape-flavored phenotype recommended for making ice hash. 

Archive hasn’t released much information about the original Do-Si-Dos, but carries the strain in regular, non-feminized seed form. Regular Do-Si-Dos #9, #18 and #22 seeds are currently available.
",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Dream N Sour,"Dream N Sour was created in Las Vegas when breeders at Sin City Seeds crossed a Blue Dream clone with Sour Jack (Jack Herer crossed with  Sour Diesel) to produce this fruity, sour-tasting strain that delivers a nice, uplifting buzz.
 
According to the seed bank, the strain is best grown indoors. It has mostly sativa lineage -- which explains its height -- and an average flowering period of 9 to 10 weeks.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Dream Queen,"Reportedly hailing from Southern California, Dream Queen is a cross of Space Queen and Blue Dream, two popular strains that combine to make a heady sativa-leaning flower. Carrying a purported aroma of tropical fruits with floral undertones, Dream Queen has a flavor often described as bubblegum-like. 

One sample of Dream Queen, tested by the cannabis testing lab Analytical 360, demonstrated high THC levels that exceeded 21%. The same lab results also showcased a terpene profile primarily consisting of alpha-pinene, humulene, and myrcene. 

Dream Queen is typically reported to grow tall, producing heavy yields of dense, bright green, white trichome-coated buds with orange stigma hairs. Following a 49-to-56-day flowering period, growers can expect harvests of up to 500 grams per square meter. Reportedly difficult to grow either indoors or outdoors, Dream Queen requires ample nutrients and light, and may require extra support to stabilize the weight of its wide branch growth.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Durban Poison,"Durban Poison has deep roots in the Sativa landrace gene pool. The strain’s historic phenotypes were first noticed in the late 1970s by one of America’s first International strain hunters, Ed Rosenthal. According to cultivation legend, Rosenthal was in South Africa in search of new genetics and ran across a fast flowering strain in the port city of Durban. After arriving home in the U.S., Rosenthal conducted his own selective breeding process on his recently imported seeds, then begin sharing. Rosenthal gave Mel Frank some of his new South African seeds, and the rest was cannabis history. 

Frank, who wrote the “Marijuana Grower’s Guide Deluxe"" in 1978, modified the gene pool to increase resin content and decrease the flowering time. In search of a short-season varietal that could hit full maturation on the U.S. East Coast, Frank’s crossbreeding efforts resulted in two distinct phenotypes, the “A” line and “B” line. The plant from Frank’s “A” line became today’s Durban Poison, while the “B” line was handed off to Amsterdam breeder David Watson, also known as “Sam the Skunkman.” 

Durban Poison has a dense, compact bud structure that’s typical of landrace Indica varieties, but the flowers’ elongated and conical shape is more characteristic of a Sativa. When cultivated indoors or in a greenhouse, Durban Poison needs ample room for the production of side branches. Cultivating Durban Poison outside provides an opportunity for this plant to reach its greatest potential. Regardless of whether cultivated indoors or outdoors, Durban Poison requires thorough trellising to support its ample flower production.

Regular and feminized Durban Poison seeds are available through the Dutch Passion Seed Company. Durban Poison won 2nd place in 2013 and 2014 at the Denver High Times Cannabis Cup in the Medical Sativa category.
",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
Dutch Treat,"Dutch Treat is a cultivar infamous among Amsterdam’s coffee shops, though its origins remain a mystery since it first surfaced. Some sources point to Vancouver, British Columbia’s Jordan of the Islands breeders as the creators of Dutch Treat. The cultivar is believed to be a combination of Northern Lights with Haze, reportedly resulting in cerebral effects with citrusy aromas and sugary sweet flavors.

Novice growers will have a relatively easy time with Dutch Treat, as this plant is said to require minimal care and is highly resistant to diseases and pests. The bushy, short cultivar flowers during an eight-to-nineweek period and by late September when grown outdoors in the Northern Hemisphere or March if grown in the Southern Hemisphere. According to Jordan of the Islands, Dutch Treat produces high yields despite being short and stocky in stature.  ",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
East Coast Sour Diesel,"Some cannabis consumers use East Coast Sour Diesel (ECSD) and the original Sour Diesel interchangeably, but they aren’t exactly the same. Created by Dr. Greenthumb, East Coast Sour Diesel is derived from Sour Diesel, producing a heady strain that, according to the breeder, has tested at a whopping 27% THC.

Dr. Greenthumb’s East Coast Sour Diesel has a flavor profile of diesel fuel. In a 60-to-75-day flowering cycle, this strain yields large amounts of chunky, light green colas coated with frosty resin and dark green leaves.  East Coast Diesel plants reportedly grow indoors between 21/2  to 3 feet, or 76 to 91 centimeters, and producing between 350 to 450 grams of flower; outdoors, it can grow between 4 to 8 feet, or 1.2 to 2.4 meters, and yield between 1 to 4 pounds, or 454 to 1,814 grams, per plant. When cultivated outside in the Northern Hemisphere, grows should prepare to harvest this strain in early-to-mid October or in mid-April if grown outdoors in the Southern Hemisphere.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Elmer's Glue,"Relentless Genetics combined Gorilla Glue #4 from Joesy Wales with The White to produce highly potent hybrid strain called Elmer’s Glue.

Following a nine-to-10-week flowering cycle, this strain is said to produce pale green colas covered in sticky, resin-coated buds, hence the name. Elmer’s Glue is said to have an extremely strong aroma and an earthy, spicy, diesel flavor profile.

Suitable to grow indoors or outside in a sunny, warm climate, these plants tend to grow medium-to-tall in height or short and stubby, depending on the phenotype.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Exodus Cheese,"Exodus Cheese is a classic Indica-dominant hybrid that took first place at the 2012 Expogrow in Irun, Spain, and a second-place finish at Spannabis in 2013.

With a flowering time around 56 days, Exodus Cheese — from Greenhouse Seeds of the Netherlands — is a high-yielding strain that will require support as it matures, making it a good candidate for a “screen of green” grow.
",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Extreme Cream,"Extreme Cream is a cross of Extreme OG and Cookies and Cream by the breeders at Exotic Genetix. Online sources claim the strain tastes of (and was so-named for) sweet berries and cream with a matching, though skunky, aroma. 
Extreme Cream can be grown inside and outdoors, flowering in about eight weeks, per Choice Seedbank. The elongated buds are a dark green with red pistils and dusted with resin. 
Exotic Genetix no longer lists the strain on its site and at least one seed bank lists it as out of stock, so Extreme Cream may be hard to find.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Face Off OG,"Face Off OG is a phenotype of OG Kush that was selected after cultivating seeds from a hermaphrodite OG Kush. 

The strain originated in Southern California in the late ’90s, according to its Oregon breeder, Archive Seed Bank. After receiving a half-dozen Face Off OG seeds from California, Archive breeders reportedly selected the #4 seed for its distinct flavor and intense head-high. The strain is recommended for its foggy effects and for pain relief. 

The seed bank reports the strain grows moderately tall and flowers in 63 days. 

In addition, Archive used a backcrossed Face Off OG phenotype to breed several hybrids, including Do-Si-Dos and Oregon Lemons. Archive now carries a second backcrossing of Face Off OG in regular, non-feminized seed form.
",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Fire OG,"Fire OG is a Hybrid of Raskal’s OG Kush and an F3 SFV OG Kush variety first bred by the team at Cali Connection and now available at Dark Heart Nursery. The cultivar features vibrant green nugs with copious red pistils, giving it a firelike appearance, though the name also describes its high-quality smoke.

Fire OG thrives in either indoor or outdoor settings, though newer growers may find an indoor climate easier to protect against mold, mildew, or inclement weather. The squat cultivar reaches full maturity at 10-11 weeks or in the middle of October outdoors in the Northern Hemisphere and features plentiful yields.
",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Flo,"Flo was created by breeder DJ Short in the 1990s when he crossed a hybrid of Highland Thai with Purple Thai (a cross of Chocolate Thai with Oaxacan Gold,) with an Afghani landrace strain. 

There are two main Flo phenotypes, one with light-green coloring, and the other selected for its blue pigmentation. 

Consumers savor Flo for its menthol and hash flavor, that stems from its high levels of linalool and alpha-pinene. Cannabis Canada Magazine named Flo the #1 strain at the 1996 Cannabis Cup.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Forbidden Fruit,"A descendant of Tangie and Cherry Pie, Forbidden Fruit is a strain that is both named after sweets and is sweet in flavor. The origins of this indica-leaning strain are difficult to pin down, but the original Forbidden Fruit was reportedly bred by a Santa Clara, California-based breeder from Chameleon Extracts. In this particular story, the breeder is said to have crossed a Tangie from Crockett Family Farms with Cherry Pie pollen from breeder Jigga, the creator of famous strains such as GSC (formerly Girl Scout Cookies) and Gelato. 

",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Fortune Cookies,"Fortune Cookies, also known as Cookies N Kush, combines legendary strains OG Kush and GSC (formerly Girl Scout Cookies) to great effect. The cultivar features earthy, pungently sweet aromas with a honey diesel flavor profile layered with sweet herbs. Average THC levels test between 20-24%.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
FPOG,"FPOG, formerly referred to as Fruity Pebbles OG, originated in 2006 and was bred by the California-based Alien Genetics team. The cultivar descends from a Granddaddy Purple x Green Ribbon hybrid combined with Tahoe Alien pollen (Tahoe OG x Alien Kush). The original hybrid from Alien Genetics was intended as a limited release, but FPOG was so popular that other growers quickly began cultivating their own plants.

Online sources claim that FPOG’s conical, densely packed buds and reported sedative effects suggest an indica heritage. The strain has massive bud appeal, with high levels of anthocyanins that create FPOG's contrasting purple, red, and green coloring. 

FPOG seeds and clones cost a pretty penny and therefore may be best left to more seasoned growers. Depending on the phenotype, this cultivar can grow tall and require ample growing space and topping. FPOG typically blooms in 8-9 weeks, producing a bouquet of terpenes that reminds users of the eponymous cereal.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Fruit Punch,"Created by cannabis breeder Heavyweight Seeds, Fruit Punch is a potent cross of legendary strains: Skunk, Haze, and Northern Lights. According to the breeder, Fruit Punch has a hazy flavor with notes of lemon, mango, and lime, along with a citrusy aroma. The Heavyweight Seeds website said the strain contains 21% THC and 1.1% CBD. 

As easy as it is to enjoy, Fruit Punch is equally easy to grow, according to the breeder, who says it’s appropriate for first time growers and professionals alike. The sativa-leaning hybrid, which Heavyweight Seeds says is an auto-flowering strain, grows to about 1.3 meters, or 4.3 feet, tall and flowers 70-to-80 days after germination producing very large yields of fat, resin-coated colas that are light green in color and spotted with orange stigma hairs. ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Game Changer,"Game Changer is an indica-dominant hybrid cross between Purple Dragon and Green Thai. It tastes like tropical fruit and grapes and has a floral, yet dank aroma. The THC content ranges from 15 to 21%, making it mild to moderate, and great for any level of cannabis consumer. Game Changer has an even balance of indica and sativa effects, such as euphoria and helping people focus, and it won’t leave you feeling heavily sedated or couch-locked.",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Gelato,"Gelato is a cross between Sunset Sherbet and Thin Mint Girl Scout Cookies, named in homage to its sweet aroma. Also known as Larry Bird, Gelato (#33) was first cultivated in Northern California's Bay Area and is derived from a deep bank of genetics created by the Cookie Family, the Sherbinskis family, and cultivator Mario Guzman. 

The cultivators parted ways following its creation, and the cultivator who possesses the most “stable version” of Gelato genetics is up for debate. Cookies cultivates a few phenotypes and descendants of the strain named Gelato #42, Dolce Gelato, and a sun-grown Gelato. Sherbinskis grows four stabilized Gelato phenotypes in its rotation as well: Gelato #41 (Bacio Gelato), Gelato #43 (Gello Gelato), Gelato #47 (Mochi Gelato), and Gelato #49 (Acai Berry Gelato). Per Sherbinskis, the #33 phenotype is no longer in cultivation. ",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
